object_id,time,value
12,308,1.110561596293868
82,492,1.6793566407454588
34,573,1.440064893244113
63,157,1.6125574875003699
66,200,1.5342353566288403
12,920,1.0907210709359352
57,920,1.5198707101478754
46,814,1.3861515542200853
25,554,1.2040165903377509
57,299,1.8546753205863025
22,713,1.1523146583205688
58,525,1.5783792989649748
45,884,1.4933300663620972
63,824,1.6373643649825271
49,654,1.3741667146272052
49,597,1.6211356997239226
52,450,1.431700210058635
25,396,1.4029462880920849
35,140,1.4142178647794874
80,938,1.925499165253582
84,899,1.8072264522844168
43,812,1.5599677583180491
99,958,2.059373306735137
4,895,1.1808572755611257
23,553,1.2488306086767467
45,737,1.4234864250309796
93,663,2.023182962943126
39,656,1.305672680078863
10,282,1.092621946133877
28,420,1.0470032007949348
46,866,1.346918603151661
85,826,1.7997217678382236
3,387,0.9553093900447716
57,917,1.5719093164708848
86,628,1.9361904693090186
40,844,1.3014188528766384
74,399,1.669381125832433
68,785,1.586317819500774
31,317,1.2898260443185265
52,150,1.5687615059257363
31,394,1.3958139397630656
87,486,2.019797509024387
94,836,1.9378937236423361
87,415,1.8047016462956031
27,397,1.2425021138836307
94,879,2.039029065423135
3,264,1.0879821123207458
3,675,0.8839262384718608
84,981,1.8343190075207472
1,957,1.1916819851213352
19,51,1.2922230897954383
23,53,1.0501311773911601
80,158,1.8749609592484586
56,456,1.4074572700292944
96,129,2.1041190929769553
4,344,1.0640203597467768
22,934,1.212507341834938
24,54,1.1597564745108995
25,530,1.2145660309814201
64,629,1.6815572567330568
18,81,1.124480370632286
44,830,1.4073434342154463
76,904,1.7882967861865604
20,418,1.2724666863611978
66,9,1.612476754227812
43,985,1.3055766254837895
39,831,1.577581703419694
24,140,1.2519358197221768
92,799,1.7697398577011707
83,312,1.8546473623611899
99,138,1.9883445914463929
88,410,1.7044694040993842
33,668,1.2871290223383003
30,784,1.281209362944944
78,244,1.6472502167973901
14,235,1.2403079295430681
59,976,1.4842540336251664
92,230,1.7969800179441857
31,33,1.4188506130298046
95,420,1.844490057799441
87,492,1.7757624021901386
14,226,1.1172829959627824
25,214,1.271715928082744
33,863,1.4204783784963517
26,882,1.2383050625490377
23,299,1.3227658379773555
84,925,1.9620859814591896
24,685,1.2448687394541458
83,645,1.98960222638636
19,511,1.0020706075659511
53,268,1.5595705445056
63,500,1.619299530691634
31,428,1.3330926943766486
56,291,1.5639427790801232
17,554,1.21894203839906
96,355,1.906345972215472
37,564,1.3622519605016843
77,793,1.7943776933751832
64,55,1.7793150473490846
55,702,1.4789477448552713
69,707,1.7451808106206679
13,561,1.0844298724126953
85,121,1.8585172339084104
18,569,1.1708170185813724
0,201,1.0631670869634855
66,691,1.6131308137731961
52,505,1.4454669368382898
9,908,1.0737755950872916
84,529,1.7715088042621814
63,310,1.7186255493160414
73,346,1.7902615699843631
94,153,2.0837275954432686
18,280,1.234568408213355
20,462,1.2648002006624706
73,351,1.6731380444345985
50,106,1.434899537711588
27,912,1.1600016817793233
90,7,1.9388216069758915
29,778,1.3011122018853238
96,361,1.998609248616441
51,654,1.4138879435014642
40,111,1.3618189455488448
21,43,1.135911683626647
21,9,1.0621375209888577
28,382,1.320556640917463
51,892,1.5733149498625643
31,293,1.2422806698990048
56,506,1.4695782626866116
84,337,1.774984106023486
53,588,1.512235692039744
22,271,1.2995711508259349
5,370,1.1683050841985645
70,3,1.5525708122110073
66,89,1.6983420784284031
6,151,0.8425940702400244
88,47,1.9325849964279282
95,820,2.072352481968714
72,844,1.886062228300818
14,26,1.1026463230537182
99,364,1.864055380961895
68,389,1.7327436933484957
44,583,1.5549743844866315
9,305,1.2122756634163163
94,548,1.9788152674927946
63,193,1.846578482608231
9,840,0.9467504758301117
73,270,1.6043082632274104
29,72,1.3473175943656708
44,72,1.472025691254242
65,455,1.6630223089053693
66,20,1.414317919645879
52,152,1.3756944676338592
13,192,1.1707935018017348
6,763,0.8848637815334396
41,322,1.3092376350483552
34,220,1.1739397846920059
59,404,1.4357690937410692
41,539,1.2846768276664091
62,92,1.625277384101465
43,879,1.4151543287236064
29,377,1.2389079385755017
4,834,0.9005893829676661
69,663,1.7718688668380926
53,347,1.4789044227229808
62,420,1.6706445966302337
90,396,1.7770711047738283
35,811,1.446403899496314
80,110,1.686072228756025
99,563,1.9233004558105375
48,616,1.4714134652915394
0,885,1.0981935007560621
23,444,1.0758300345724263
7,553,1.2868386801028597
27,536,1.3238215359967151
70,270,1.6124979002152549
17,733,1.1888056212597795
90,659,1.8327704956691575
21,423,1.4015287338297928
65,979,1.5920246915859129
50,123,1.453227854639789
36,695,1.2732231584544231
32,385,1.3346834880731548
89,409,2.0688115691015225
98,310,1.8757489335039839
45,562,1.3623776613566647
13,955,1.2268144146859357
55,222,1.401568296284065
13,177,1.085177933054482
43,565,1.6312351866590753
99,984,1.962347554261271
52,241,1.4686440268676508
42,503,1.4107017668010045
98,590,1.8110240881562119
44,314,1.494140363839544
41,613,1.3631368453340578
29,926,1.4078682759305698
28,809,1.2041242710913154
25,518,1.3967593475070543
79,339,1.857232185304064
6,831,1.0746256712821731
8,740,0.9190357700554345
46,673,1.498864092675123
7,889,1.155981969486815
21,132,1.2778815677807664
57,83,1.4845809021745906
80,934,1.7042746110917961
14,140,1.1107871405334393
2,310,0.9376852066959667
58,729,1.6058929627093934
92,203,1.9837862516006899
70,582,1.8193241246856855
49,210,1.3823827352948979
94,367,2.0015797318697497
25,86,1.152010627056838
71,783,1.6212642160453532
2,775,1.0315722607420459
51,777,1.4893768507838965
36,999,1.2229001928397663
71,923,1.60517798401981
75,298,1.7280374083424532
7,349,1.1286129108010063
85,169,1.8286830130971725
83,500,1.9626628606089114
14,627,1.2161540868263576
28,143,1.1427628219639923
76,522,1.6031678464779833
28,81,1.3001502991249327
21,290,1.1923442766351469
19,695,1.0082287263405365
11,709,1.178522951513639
63,344,1.5590600348708195
3,433,0.8081512634090896
94,368,1.7407103432447313
26,971,1.408772650426239
42,634,1.5109059096785764
55,370,1.544555905104806
28,693,1.3171764903712961
23,95,1.1836335465743097
0,861,0.9365194901229481
58,170,1.553087159383498
14,217,1.2948510685391603
61,615,1.5199067536006983
73,618,1.6420436932930904
1,869,0.9879354706986567
2,676,0.9849253944819751
70,794,1.841995894536455
96,345,2.033920380331424
8,431,1.0653302669480469
97,916,1.908430474448002
38,755,1.2990390280741846
19,298,1.2830032706769403
6,387,0.8994009571379045
26,772,1.101000632004777
87,971,1.8869318929125236
26,247,1.2406026711664573
14,619,1.173556374972476
55,698,1.6349051136653256
30,120,1.302731586009819
60,162,1.661235261547536
39,475,1.5043158503416227
5,347,1.1804515206987996
6,142,0.7406300043697067
50,907,1.6725995986839457
34,985,1.3716400313638681
2,176,0.9358853546203372
85,635,1.9748173040038663
75,331,1.932756581534467
8,799,1.2160413812977116
90,908,2.013354067410672
64,934,1.563488186973165
92,183,2.1084692642941953
49,439,1.4664633461814156
67,351,1.5467163318647215
92,614,2.011302773340669
81,274,1.6984296859647812
13,855,1.0779660285745618
97,138,1.9237438717852025
28,18,1.246554491479838
0,662,1.0337412762292195
77,77,1.7978039649314284
14,734,1.0866220509698743
95,697,1.8790138235395941
38,55,1.1825761921864069
80,734,1.7816310265185065
90,346,1.933337753102168
52,85,1.439970585645299
34,63,1.4352592688073038
79,566,1.753001972806671
68,441,1.8204483599217838
61,737,1.4845423641965427
41,183,1.5718495732829028
59,726,1.5595445602031202
72,114,1.705326317538251
67,531,1.6552580071205132
96,544,2.1040566048765625
43,608,1.3559868214864514
32,43,1.2878170442384713
49,662,1.5892606107358567
26,3,1.3375368303226949
50,381,1.5322972002351058
30,759,1.2460524332869285
12,118,1.2215534262299552
98,898,1.9654465448255094
21,848,1.2883072531052804
50,117,1.6141964896917704
92,638,1.9224476590645925
31,184,1.2621126633397124
64,595,1.614795775324614
38,319,1.3183956288639165
87,359,1.9166981881637803
57,706,1.5719084447826082
41,689,1.2581889644908413
99,443,1.9970863507035619
31,395,1.2438548467430304
57,718,1.4654742734534767
66,513,1.686019853868119
8,499,0.8854160084335361
88,867,1.7230249326612368
4,611,1.0404089734373605
70,608,1.6937137163865763
87,1,1.9393361918726464
3,773,1.2128888577925687
87,520,1.9195369282670236
49,822,1.527154934866603
33,438,1.4555678884250152
81,952,1.6773419618304561
76,885,1.6626990837497253
5,621,1.0732538329740233
83,309,1.8689745724922309
66,508,1.72616459050516
55,750,1.8185552294131204
50,128,1.570692806858283
6,366,0.8965980474599348
37,100,1.2633192594634972
73,184,1.822283323484474
20,923,1.1227510747045029
29,908,1.1486463224750159
96,124,1.9899459947978757
21,950,1.276534053365492
1,339,1.0513473899252164
30,13,1.1079184555454173
34,204,1.2937418694171532
43,781,1.4104068879674752
50,404,1.5486660430507528
62,509,1.5085492011993713
9,655,1.211638842006323
65,985,1.6457954490697915
42,840,1.3993507206723041
40,357,1.3377970636973922
9,767,1.1214757980449075
45,11,1.3400277121419166
95,978,1.965276846995641
37,60,1.4295160977776835
87,577,1.8717549913297542
95,79,1.8646275022635344
84,875,1.8789262939696214
70,176,1.777795654803608
64,531,1.5354639918716009
41,112,1.4967607130604421
36,970,1.2713107009693039
90,505,2.0644231731977114
22,333,1.209348717766832
6,826,0.9442589913490249
96,363,2.10802159482211
24,680,1.2195473195217124
4,945,0.9027047236461063
92,850,1.9444858178214368
22,622,1.231085407666268
43,658,1.4578660136193415
46,403,1.4316182337077399
61,164,1.5754974342752064
38,560,1.4611609007218735
74,287,1.5772482355746593
57,240,1.5575053757357251
58,79,1.7161674131613804
12,943,1.1016441995737234
51,634,1.3112482406261436
98,502,1.921933258032692
38,553,1.315016027795234
40,984,1.4084846996108058
5,138,1.137798951557603
79,136,1.8186194869475019
70,346,1.6344420891350167
21,937,1.0899270107414498
4,22,1.0569699347608936
60,744,1.4587674608673986
88,859,1.9369193727255183
6,1000,1.2165723316574273
29,565,1.338889095151428
2,866,1.0566483460208342
69,125,1.6533070738110438
78,148,1.768544192907516
43,276,1.4354435128089735
76,980,1.7970826161936984
22,462,1.254746055514718
68,494,1.8600580400667721
32,14,1.4601764208747336
60,24,1.6782993988934227
17,825,1.0740071274264293
48,452,1.6085394480417594
41,79,1.3600389370018113
90,863,2.0104900011306412
34,361,1.2968281511669955
45,182,1.401361870336294
45,708,1.5857978670679593
3,789,1.0787342908957065
35,943,1.2442672855029384
90,525,1.8957918242735081
94,889,1.8079121215282077
68,593,1.7491219532164224
62,197,1.6449210737105588
25,499,1.1674397002002128
22,14,1.3936749290415955
23,377,1.4525671536887168
86,201,1.8156582619080683
65,884,1.7136060485252034
95,929,1.9209813272992196
87,696,1.854344872932366
86,266,1.9955300759370331
78,399,1.7733679740397044
98,753,2.033606739119463
78,540,1.7387135224554626
73,497,1.7741709983727079
61,760,1.6166433813437917
55,254,1.5191455508729539
33,278,1.1910021103285517
5,181,1.074238827917722
72,227,1.6888011556142957
80,504,1.8333328219730307
38,591,1.4888060904590534
44,435,1.4756889855723108
80,23,1.5747970280283834
64,780,1.7034073983804108
25,962,1.2095921210195915
47,777,1.4841959362329988
31,315,1.3597683792272461
22,320,1.1987004396150986
8,159,1.0565924863378267
41,856,1.4204574681494753
95,155,1.7360301981303015
31,775,1.3007471753485145
36,580,1.271850619169804
49,190,1.4267416656102232
83,226,1.8153995202069946
48,68,1.4755934996395308
73,806,1.822378812937219
70,531,1.7598123726061163
2,15,0.9963486755177534
81,378,1.9176586520667105
79,647,1.8420274848588367
60,800,1.7724711218160107
87,238,1.7485839373394425
18,305,1.1602355567325116
34,591,1.3097660194983316
30,204,1.2452070012439527
52,957,1.232610524771246
83,9,1.906060865455534
15,416,1.1297285160823112
38,141,1.2865963512452856
69,450,1.4891279898805276
65,329,1.706610626005922
68,794,1.974012786605612
53,33,1.4392738892697778
37,30,1.421472437711021
38,369,1.4575006765547343
39,251,1.4917849068940265
94,234,1.9254735609921738
92,820,2.139574037609948
93,563,1.961986831622279
18,14,1.2768719826110262
84,953,1.7257852823812105
92,326,1.9238092399460551
53,863,1.4571448268274192
94,800,1.9157236796535664
80,638,1.8557715700498172
8,372,1.2064674461170384
49,14,1.3711199261118905
90,48,1.9637037444102643
94,966,1.8788431090920532
44,875,1.4008791283836242
7,877,1.1816941964267167
33,844,1.260874246400608
34,582,1.295181998923706
34,187,1.4268134548964597
93,34,1.766055553188448
28,723,1.308014451290527
87,376,1.9215697640950717
46,115,1.4723847923298703
68,922,1.8396133281242202
54,331,1.8641530911701487
68,933,1.7492852678250606
8,599,1.0796996299446884
77,616,1.9578504149205602
60,497,1.6863863783253454
60,111,1.6022851352922196
50,16,1.4946023704128186
50,808,1.443219208971323
10,46,0.9898262786364149
38,265,1.3420531020492747
8,868,1.2262404096303017
3,831,1.0123423573596515
66,802,1.6983825445160647
78,481,1.8613423241394957
1,164,0.8925674927619524
94,175,2.014503613205969
98,857,1.9793910725720647
5,618,1.0667020882071585
48,492,1.5287499484958396
72,702,1.7650163116290831
22,963,1.0712964614558034
12,525,1.1591543958461776
93,975,1.9437464634737438
93,91,1.9067605828232026
67,63,1.5022729081008936
23,819,1.22109619411202
3,403,0.8987497654044116
25,694,1.2581079717147303
62,579,1.690500770151401
91,530,1.9224989642655772
45,893,1.3735873216090257
73,269,1.8323074635704444
96,626,1.9958588778100714
45,478,1.555504785298054
90,410,1.964757320119752
28,140,1.4693628494744075
53,950,1.4842551554928796
42,188,1.4104744052546745
57,11,1.5596367289005888
37,44,1.3555737273076662
70,342,1.5885092074076852
5,966,0.9921973939730574
29,21,1.2341795114321186
30,15,1.2056553382344954
83,351,2.0137035857796346
31,340,1.1533200450237757
75,554,1.5875246480403156
24,229,1.271972304423593
46,737,1.6865978522378746
69,253,1.6639090402902887
34,641,1.3627992388988657
5,149,0.9582774147686903
97,603,1.9439435395774516
78,501,1.4517262732750302
91,316,1.9617871745366222
85,6,1.7486502761026497
4,370,1.226903094791714
32,214,1.4703026197664237
56,395,1.8329238100325551
33,126,1.242896183543363
15,409,1.1636495604681467
16,684,1.112401686235569
17,430,0.9536247746524069
15,53,1.0730987910223202
12,831,1.1213315494800398
99,402,1.9468044940740936
73,643,1.942578086080912
43,886,1.182885445260459
33,9,1.4459012117702965
72,413,1.678022563564946
42,794,1.4140422104685386
15,351,1.3265654938040807
2,668,0.9434231541427746
43,657,1.4586869816417176
85,185,1.9345101070099704
33,334,1.5542629467282696
51,136,1.5717676507716951
60,953,1.717088070131156
72,177,1.5977672147322097
45,232,1.4435326866073297
29,612,1.3740082979376864
40,699,1.2930426118373162
86,970,2.0620319284904056
53,358,1.4804938561475962
59,335,1.5936900178987663
68,143,1.6891677716087596
86,222,1.9485321373003242
22,151,1.272430260697553
68,120,1.4824507965591518
65,286,1.674495632861398
41,259,1.204862245422506
78,3,1.8080695320590676
82,762,1.8346068812403613
48,62,1.621987217236811
96,613,1.7691649332382722
59,780,1.5647752723040198
49,142,1.4662824830431211
39,472,1.290712064832957
17,296,1.3732221380449978
49,101,1.4834513546246713
45,534,1.3259754937821047
9,754,1.1069673185307447
12,207,1.1074332389354158
86,343,1.9016353011508573
96,594,1.9343518403799602
20,388,1.0642896314295702
20,312,1.3042850283522496
99,465,2.0538030800062312
18,315,1.1970775337850177
72,16,1.6148434678521442
56,781,1.4361938356828001
83,531,1.8174749551833873
5,279,0.9114746335346502
10,969,0.9993005172748872
49,977,1.2425257807939798
42,159,1.5646765700099654
52,529,1.5978502660561622
37,502,1.4511872017400491
37,276,1.1551126158509966
55,119,1.5486822961968698
93,411,2.0097132413820447
41,410,1.4609963469744063
12,783,1.1686980457483047
51,709,1.5814186853640309
6,860,1.0430039203017776
26,703,1.3654633475108255
47,173,1.3609165827972924
30,914,1.2589987433964922
11,745,1.3649432306433713
35,138,1.4816207138456454
33,756,1.2845841677395566
78,198,1.7641190033185294
93,81,1.9544515914585021
33,926,1.3006527155537961
92,822,2.030064074194447
83,675,1.7281113999289504
77,467,1.718141120068236
57,743,1.7082681310688927
68,546,1.4522812179187228
60,615,1.534290467240656
21,311,1.1226630494249428
29,22,1.3239170213876075
84,952,1.9657080563144989
63,119,1.7735789391547119
42,551,1.4615660700578024
24,145,1.0506161759417765
50,522,1.4687719438134623
61,92,1.659248687075128
65,427,1.8505731869723625
15,74,1.232110559488299
80,22,1.8567972521028273
58,674,1.5323545827024996
0,97,0.9325713956781414
36,358,1.2000906428439342
64,305,1.5215326689885014
71,106,1.682457520155274
66,858,1.7055157398496674
75,62,1.5805030617964784
96,312,1.8933670860255987
57,775,1.397813652643443
21,13,1.1519324910010889
48,745,1.4632038770259825
37,371,1.2530978674417477
90,163,2.053187216223228
52,255,1.5388180543459808
62,336,1.5995177639308833
55,7,1.5617124176181008
83,434,2.0395618401161855
32,649,1.2206277119270312
91,377,1.9190102740525703
94,502,1.9050807268293255
97,648,2.000022698635612
72,343,1.8684992752692349
50,41,1.3800617569646794
71,871,1.864864109931054
72,818,1.8483058513044106
96,710,1.9048829141949306
67,44,1.5557519743446082
45,564,1.3383176180597878
17,460,1.153903453112725
68,464,1.7294886941533536
89,909,2.0266006587430403
73,51,1.6068529275932064
90,360,2.1065182033622505
1,106,1.0500295799258481
29,560,1.2217054841337063
14,111,1.2361219791119298
27,802,1.2874953738457324
38,401,1.4055006186569774
75,696,1.8102652844214977
86,88,1.8734035760132066
18,608,1.0065048234641196
31,555,1.3979883567726787
40,954,1.2852637785994336
12,193,1.033144064342127
81,945,1.8083296947928373
46,411,1.5284842921569508
89,38,1.860980042638867
91,901,2.0067051746271654
16,582,1.2620068739635735
6,226,1.0800792858862216
19,180,1.086638380594012
34,967,1.3225349425726345
69,86,1.5949810168683936
73,882,1.6837105447048
94,458,1.9464224570773536
38,739,1.3422591282820335
60,155,1.4598003833432869
11,84,1.1362107834786521
11,642,0.9954031525929508
60,97,1.465644982098881
56,9,1.5018712559836216
19,575,1.1350946905635095
11,401,1.0873168511397124
77,212,1.7909274317453365
74,856,1.6363529991905288
53,222,1.418764649325915
29,661,1.372995453073162
68,115,1.5052861868985845
81,660,2.008966470093154
37,373,1.4333914670148729
75,724,1.7261789184937872
42,832,1.4725749779929043
82,203,1.9051578758079857
87,124,1.7593471270021748
69,299,1.5309107312099663
88,788,1.8225291575758529
17,695,1.1424212143536576
99,109,1.9191928304495196
39,228,1.4395901783709297
14,15,1.1716475155904749
52,310,1.4606112372934397
34,569,1.238437366168685
35,390,1.3335454065959058
0,323,0.9950872793164388
44,689,1.5064097872640232
91,457,2.008952191517424
19,721,1.1530352039010434
47,807,1.3260717061881726
27,205,1.3403504524912195
95,119,1.9226837525120757
24,47,1.271713499339714
5,296,1.2018452055902962
60,126,1.4875467031547185
42,390,1.3662709993906788
5,697,1.059025752360767
73,6,1.7586393136120393
65,849,1.6106948398537684
43,518,1.4311390662014396
36,744,1.2309507701323243
84,869,1.9103846993747968
38,363,1.2940813310837964
82,503,1.889560735532571
48,78,1.381608719885167
19,452,1.3156662938022867
11,1000,1.0109152613781247
81,734,1.8132268817715316
93,609,1.9259472248575003
78,762,1.9008859603984154
43,799,1.3968519258536107
23,864,1.1987545822183576
17,986,1.1091684639754167
29,770,1.324083949394833
61,180,1.7119523607170863
45,649,1.4477818925406614
86,283,1.7231971507502355
30,168,1.3149635804753315
2,678,1.054331054292291
81,816,1.7718838372232104
42,28,1.3246082560250438
39,919,1.492785873098623
76,513,1.7686233577912012
17,109,0.9886835216105208
13,135,1.0703590844296476
45,47,1.4444569169908474
30,249,1.247427997214581
77,515,1.8137081471028973
76,605,1.645473144806253
87,99,1.7552321212510624
6,771,0.9875735801502389
95,806,2.0455746013501637
61,728,1.5491555031480164
6,972,0.9728430797511994
69,536,1.744636217221747
26,157,1.2990644656818615
22,985,1.1865545629006127
61,389,1.7462399172789864
47,246,1.4341825126196086
3,783,1.0045566231230956
24,446,1.3340143469361578
28,10,1.1341512045582491
72,306,1.7637985197982018
74,22,1.5770050461251204
7,635,0.9856809735276705
66,155,1.5681087925479116
87,213,1.9065375484058253
91,688,1.7618998191566873
30,642,1.2898265104083377
30,427,1.4733226809380509
59,485,1.5186546688052611
85,83,1.8113907816594705
44,566,1.5910222151421847
37,362,1.5330901247099173
17,740,1.1075123802844022
97,561,1.990346565060916
36,257,1.4401672752821235
75,600,1.7320165066922575
99,631,2.0942033888225904
12,566,1.0315436068079944
13,685,1.3148949427312397
63,243,1.6294258985236296
19,605,1.2302250869851399
42,531,1.5309139587006269
30,922,1.3825257506187196
60,627,1.59314501171046
13,241,1.0663467588339544
42,121,1.3890398261159962
83,498,1.9633330487269773
14,769,1.1304981893166113
94,154,1.8615891402951206
96,738,2.0271175260747483
78,502,1.8267752718502352
84,945,1.8513155936465737
14,2,1.1271150479433887
99,609,1.751288154972432
80,598,1.7873372865696293
99,622,1.8828082746025754
33,767,1.298386833032109
78,374,1.8473083116288034
29,68,1.0684063137890867
4,60,0.9601237390691265
66,660,1.666103791599524
29,146,1.3676201101245105
85,656,1.7735937750793285
35,74,1.2968091820695955
67,885,1.646861084622624
23,383,1.323971910725995
74,582,1.7772425714496665
50,896,1.656643894842789
62,42,1.480166700834391
39,386,1.4940203556770904
9,696,1.0755070123183577
88,339,1.9966267532888766
21,387,1.1785408307807579
87,966,2.0179579306452293
18,107,1.265073595741802
57,384,1.400410737724695
5,426,1.0922767733148617
7,329,1.0595247566102726
80,568,1.997197998255991
68,404,1.8222206452257186
86,324,1.8949244203907485
73,178,1.8508459884007422
21,612,1.1684798492591593
72,180,1.7192868356986322
4,644,0.9641952357485992
95,696,2.025282367590039
82,856,1.8858512461474766
84,150,1.748482384449231
6,347,1.041772730567344
94,95,1.7728566831004715
71,321,1.6256211652811527
69,52,1.6174259022060005
9,707,1.1184415971042332
17,114,1.1286897595482246
90,430,1.9143966833441612
76,800,1.8448073561093719
6,602,1.0855028055517566
9,678,1.0260616587985076
42,440,1.3447347485480758
17,441,1.195325486015725
12,625,1.1755098386396383
84,278,1.9092170921724951
59,217,1.5408184777497451
75,314,1.7452892416947097
60,829,1.720336271666928
43,134,1.6425717599908651
14,507,1.261959371557192
23,349,1.1607443681859275
37,159,1.1339609723754858
48,854,1.2826529053805746
29,568,1.3482283523334968
22,600,1.1849390419216614
3,339,0.7454452140577055
37,199,1.2302833268393318
17,216,1.1239833491969704
95,912,1.664100754767722
10,281,1.1615976944873854
20,303,1.1115480483875926
1,653,0.9804714021831604
61,223,1.715115632176478
15,372,1.3046768789320342
34,441,1.3619806980512517
93,556,1.8898598039075396
38,344,1.3370766740227609
50,90,1.6966057422990704
6,526,0.9547655918852214
99,847,2.097786982425175
52,289,1.7026128404537388
94,486,1.9939750452059737
76,740,1.6570454350386115
66,456,1.7377979792803266
37,871,1.5600010593992268
47,112,1.3425548867395276
9,869,0.9962195502075852
43,725,1.4424354388403737
24,278,1.0960975557039287
92,181,1.9092074959402123
26,857,1.0841341606895754
66,909,1.670278897881211
56,194,1.5481222381601354
32,329,1.3310865552294098
32,894,1.205504605714677
33,314,1.4408987133005156
40,690,1.3558481425919209
12,327,1.2947018170736628
76,411,1.7971667309234118
83,168,1.8140604865432026
30,412,1.4964718421337018
18,784,1.1967090933419573
69,722,1.6332505731471445
51,42,1.5025411182195436
62,24,1.7687088275758898
10,511,1.104069129849001
53,181,1.5442667659147467
64,722,1.5064114895445868
24,491,1.0838627111266868
23,804,1.2255501674911924
35,242,1.5179771632743413
55,986,1.6429247038805042
44,318,1.4652908947068917
33,250,1.508378617846381
89,740,1.9579238527450316
58,435,1.5068489409614356
41,360,1.4717152599415455
73,114,1.7137909610491646
97,28,1.9928433910068475
13,242,1.1202553919056473
43,691,1.4394163590066806
78,530,1.7732563946772775
8,105,1.0306157008452816
55,896,1.4421871110616402
63,905,1.5741876803656716
16,74,1.111146692641607
45,46,1.5381756346126267
15,550,1.1115839760815778
4,116,1.1009059697863912
49,309,1.5606959000303346
38,595,1.2869158514925656
21,256,1.3252903072350175
81,200,2.0023400595649363
21,648,1.2402067638263257
27,783,1.273560719659553
7,980,1.052317523863858
99,477,1.9814717174444996
35,777,1.440150391592228
35,241,1.271355390269971
51,963,1.7179476775387574
13,850,1.4445580713743869
19,334,1.0021337348558836
32,188,1.454566686767483
80,722,1.770931944879455
43,638,1.2949390507699385
27,486,1.2533714597690788
8,964,1.0527791466287257
97,745,1.8998608357875644
98,566,2.0651731156070348
60,963,1.4840410174066725
11,823,0.9730720308695319
19,821,1.2858300447751143
17,305,1.357620878523885
43,69,1.425596015870877
53,99,1.5844482041155625
17,463,1.257392915759386
3,485,1.0709148028824649
54,629,1.492241047114756
13,399,1.19046411845094
64,918,1.6342580301360898
4,989,1.2050949985921142
99,230,1.7743737396047232
5,827,1.1126257357827585
14,841,1.182050686776052
26,284,1.2711606916772726
14,770,1.2071491820977014
52,617,1.5675188696590532
91,590,1.9018251220437687
74,203,1.6689734546162784
17,741,1.1354862668136771
29,162,1.3094502273931663
47,430,1.5000099620374698
75,563,1.7348649633977202
13,64,1.1770262259226594
91,294,1.9806403994838475
26,196,1.2428605186826664
61,119,1.5091685596020274
53,475,1.446760932059657
54,295,1.3410706114097166
26,680,1.4522365435017703
25,370,1.303090274703331
25,739,1.389335271687996
1,73,1.0058821184840523
72,202,1.6833947385932495
38,821,1.4591673537495091
79,815,1.8177823167556564
57,427,1.7478401980700848
55,415,1.5751077376722782
50,593,1.4451817002374636
46,704,1.53060413007008
48,417,1.5223838297894545
90,888,1.8877113161203893
52,741,1.4561037172133597
78,311,1.9270824682878103
94,588,1.9074438521109716
35,491,1.3152726445754195
